item_id,truck_type,year,make,model,category,sale_price_usd_including_buyer_premium,winning_bid_usd,buyer_premium_rate,sale_date_utc,bid_count,city,state,vin,mileage,engine_hours,engine,displacement,fuel_type,transmission,axles,suspension,brakes,gvwr,wheelbase,full_description,downloaded_image_count,available_image_count,image_paths,source,source_url
FC2497,semi_tractor,2008,Peterbilt,386,Truck Tractor,7370.0,6700.0,0.1,2026-09-03,25,Amarillo,TX,1XPHD49X28D753062,1156988,,,14.9L,Diesel,,Triple,Air- Dump valves,Air,"52,000 lbs- FAWR: 12,000 lbs",,"2008 Peterbilt 386 semi truck
- Miles: 1,156,988 on odometer
- VIN: 1XPHD49X28D753062
Engine- Cummins ISX
- Displacement: 14.9L
- Cylinders: 6
- Fuel type: Diesel
- Engine brake
Transmission- Eaton Fuller
- Manual
- Speed: 13
Chassis- Axles: Triple
- Steerable
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- PTO
- Wet kit
- GVWR: 52,000 lbs- FAWR: 12,000 lbs
- IAWR: 19,000 lbs
- RAWR: 19,000 lbs
- Lift axle GAWR: 11,020 lbs

Interior- AC, Heat
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 52""
- Beds: Single
- Rear climate control

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 11R22.5
Notes- Windshield chipped or cracked
- Unit must be towed or hauled
- Non-operational unit
Kansas title
Title distribution may be delayed up to 14 days from verification of funds.",6,142,images/FC2497/FC2497.JPG|images/FC2497/FC2497ZB.JPG|images/FC2497/FC2497ZZD.JPG|images/FC2497/FC2497ZZZG.JPG|images/FC2497/FC2497ZZZZI.JPG|images/FC2497/FC2497ZZZZZK.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FC2497
YA3615,semi_tractor,2019,Freightliner,Cascadia,Truck Tractor,3850.0,3500.0,0.1,2026-09-03,9,Montgomery,AL,3AKJHHDR2KSKF3643,1077264,24635,,14.8L,Diesel,,Tandem,Air- Dump valves,Air,"52,000 lbs- FAWR: 12,000 lbs",,"2019 Freightliner Cascadia semi truck
- Miles: 1,077,264 on odometer
- Hours: 24,635 on meter
- VIN: 3AKJHHDR2KSKF3643
- Unit #: 54054196
Engine- Detroit Diesel DD15
- Displacement: 14.8L
- Cylinders: 6
- Fuel type: Diesel
- HP: 505
- Engine brake
Transmission- Automated manual
Chassis- Axles: Tandem
- Gear ratio: 2.47
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 52,000 lbs- FAWR: 12,000 lbs
- IAWR: 20,000 lbs
- RAWR: 20,000 lbs

Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 70""
- Beds: Double bunk
- TV
- Rear climate control

- Auxiliary power unit- Thermo King TriPac Evolution

Features- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Driveshaft disconnected- Parts may be missing

- Possible engine issues, seized
- Dash warning indicator: Check engine, Stop
- Windshield chipped or cracked
- Jump start required during on-site data collection
- Non-operational unit- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Lender owned. Item condition and history are unknown. No additional information is available.
Titles will be distributed after confirmation of payment and removal.
West Virginia title
Title distribution may be delayed up to 30 days from verification of funds.",6,96,images/YA3615/YA3615.JPG|images/YA3615/YA3615S.JPG|images/YA3615/YA3615ZL.JPG|images/YA3615/YA3615ZZE.JPG|images/YA3615/YA3615ZZX.JPG|images/YA3615/YA3615ZZZQ.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA3615
FK4089,semi_tractor,1996,Freightliner,FLD,Truck Tractor,5060.0,4600.0,0.1,2026-09-03,21,Peoria,IL,1FUYDSYB9TP757170,132426,,,14.6L,Diesel,,Tandem,Air- Dump valves,Air,"52,000 lbs- FAWR: 12,000 lbs","202""","1996 Freightliner FLD semi truck
- Miles: 132,426 on odometer
- VIN: 1FUYDSYB9TP757170
Engine- Caterpillar 3406
- Displacement: 14.6L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Eaton
- Manual
- Speed: 9
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- PTO
- Wet kit
- GVWR: 52,000 lbs- FAWR: 12,000 lbs
- RAWR: 20,000 lbs

- Wheelbase: 202""
Interior- AC, Heat
- Heated mirrors
- Cruise control
- Air ride cab
Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Single
Tires- Size: 11R22.5
Illinois title
Title distribution may be delayed up to 30 days from verification of funds.",6,117,images/FK4089/FK4089.JPG|images/FK4089/FK4089W.JPG|images/FK4089/FK4089ZT.JPG|images/FK4089/FK4089ZZR.JPG|images/FK4089/FK4089ZZZO.JPG|images/FK4089/FK4089ZZZZL.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FK4089
YA3025,semi_tractor,2016,Freightliner,Cascadia,Truck Tractor,605.0,550.0,0.1,2026-09-03,2,Billerica,MA,1FUJGLD57GLGV4750,,,,14.8L,Diesel,,Tandem,Air- Dump valves,Air,"52,000 lbs- FAWR: 12,000 lbs","240""","2016 Freightliner Cascadia semi truck
- Miles: Unknown
- VIN: 1FUJGLD57GLGV4750
- Unit #: 48296506
Engine- Detroit Diesel
- Displacement: 14.8L
- Cylinders: 6
- Fuel type: Diesel
- Engine brake
Transmission- Eaton Fuller
- Manual
- Speed: 10
Chassis- Axles: Tandem
- Gear ratio: 2.53
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 52,000 lbs- FAWR: 12,000 lbs
- IAWR: 20,000 lbs
- RAWR: 20,000 lbs

- Wheelbase: 240""
Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
- Air ride cab
- Auxiliary controls
- Sleeper- Sleeper length: 60""
- Beds: Single
- Refrigerator
- Rear climate control

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 275/80R22.5
Notes- Dead battery
- Engine partially disassembled- Parts may be missing

- Passenger door switch panel missing
- Non-operational unit- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Titles will be distributed after confirmation of payment and removal.
Massachusetts title
Mileage has not been verified. Odometer discrepancy will be marked on the title.
Title distribution may be delayed up to 30 days from verification of funds.",6,90,images/YA3025/YA3025.JPG|images/YA3025/YA3025R.JPG|images/YA3025/YA3025ZJ.JPG|images/YA3025/YA3025ZZA.JPG|images/YA3025/YA3025ZZS.JPG|images/YA3025/YA3025ZZZK.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA3025
EF1312,semi_tractor,2016,Kenworth,T680,Truck Tractor,9680.0,8800.0,0.1,2026-09-03,37,Russellville,TN,1XKYDP9X3GJ444482,912072,,,12.9L,Diesel,,Tandem,Air,Air,"52,000 lbs",,"2016 Kenworth T680 semi truck
- Miles: 912,072 on odometer
- VIN: 1XKYDP9X3GJ444482
Engine- Paccar MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Eaton Fuller
- Manual
- Speed: 10
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air
- Brakes: Air
- Truck chassis: 153""
- GVWR: 52,000 lbs
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 54""
- Beds: Double bunk
- Rear climate control

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Rear drivers side damaged
- Jump start required during on-site data collection
Tennessee title
Title distribution may be delayed up to 30 days from verification of funds.",6,117,images/EF1312/EF1312.JPG|images/EF1312/EF1312W.JPG|images/EF1312/EF1312ZT.JPG|images/EF1312/EF1312ZZR.JPG|images/EF1312/EF1312ZZZO.JPG|images/EF1312/EF1312ZZZZL.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/EF1312
EO8685,semi_tractor,2006,Volvo,VNM,Truck Tractor,2860.0,2600.0,0.1,2026-09-03,30,Harrisonville,MO,4V4M19GF26N426561,1701688,,,12.13L,Diesel,,Single,Air- Dump valves,Air,"32,000 lbs- FAWR: 12,000 lbs",,"2006 Volvo VNM semi truck
- Miles: 1,701,688 on odometer
- VIN: 4V4M19GF26N426561
Engine- Volvo VE D12
- Displacement: 12.13L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Eaton Fuller
- Manual
- Speed: 10
Chassis- Axles: Single
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 32,000 lbs- FAWR: 12,000 lbs
- RAWR: 20,000 lbs

Interior- AC, Heat
- Heated mirrors
- Cruise control
- Brake controller
Features- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Dash warning indicator: Traction control, Airbag
Missouri title
Seller is a Missouri licensed motor vehicle dealer. The buyer may be required to pay sales tax and/or registration fees to the dealer prior to taking possession. Buyers may be required to provide identification to the licensed dealer to comply with state laws. Title will be assigned and distributed by the dealer. Please contact the seller for distribution questions.",6,80,images/EO8685/EO8685.JPG|images/EO8685/EO8685P.JPG|images/EO8685/EO8685ZF.JPG|images/EO8685/EO8685ZU.JPG|images/EO8685/EO8685ZZK.JPG|images/EO8685/EO8685ZZZA.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/EO8685
YA1038,semi_tractor,2018,Kenworth,T680,Truck Tractor,9680.0,8800.0,0.1,2026-09-03,47,Cartersville,GA,1XKYDP9X7JJ189603,768786,,Possible electrical issues,12.9L,Diesel,,Tandem,Air- Dump valves,Air,"52,000 lbs- FAWR: 12,000 lbs",,"2018 Kenworth T680 semi truck
- Miles: 768,786 on odometer
- VIN: 1XKYDP9X7JJ189603
- Unit #: 94109495
Engine- Paccar MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
- HP: 430
- Engine brake
Transmission- Automatic
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 52,000 lbs- FAWR: 12,000 lbs
- IAWR: 20,000 lbs
- RAWR: 20,000 lbs

Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 60""
- Beds: Double bunk
- Rear climate control

Features- Deck plate: Steel
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Single
Tires- Size: 295/75R22.5
Notes- Dash warning indicator: Check engine
- Possible electrical issues
- Driver side door power window and lock selectors missing
- Unknown operating condition- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Titles will be distributed after confirmation of payment and removal.
Georgia title
Title distribution may be delayed up to 30 days from verification of funds.",6,87,images/YA1038/YA1038.JPG|images/YA1038/YA1038Q.JPG|images/YA1038/YA1038ZH.JPG|images/YA1038/YA1038ZZ.JPG|images/YA1038/YA1038ZZQ.JPG|images/YA1038/YA1038ZZZH.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA1038
DY3084,semi_tractor,1990,International,9400,Truck Tractor,6270.0,5700.0,0.1,2026-09-03,40,Great Bend,KS,2HSFHACR6LC039392,259283,,,,Diesel,,Tandem,Air- Dump valves,Air,"50,000 lbs- FAWR: 12,000 lbs",,"1990 International 9400 semi truck
- Miles: 259,283 on odometer
- VIN: 2HSFHACR6LC039392
Engine- Cummins
- Cylinders: 6
- Fuel type: Diesel
Transmission- Manual
- Speed: 9
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- PTO
- Wet kit
- GVWR: 50,000 lbs- FAWR: 12,000 lbs
- IAWR: 19,000 lbs
- RAWR: 19,000 lbs

Interior- AC, Heat
- Heated mirrors
- Brake controller
- Sleeper- Sleeper length: 40""
- Beds: Single

Features- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 11R22.5
Kansas title
Title distribution may be delayed up to 14 days from verification of funds.",6,105,images/DY3084/DY3084.JPG|images/DY3084/DY3084U.JPG|images/DY3084/DY3084ZP.JPG|images/DY3084/DY3084ZZJ.JPG|images/DY3084/DY3084ZZZE.JPG|images/DY3084/DY3084ZZZZ.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/DY3084
FB5021,semi_tractor,1998,Freightliner,FLD120,Truck Tractor,10340.0,9400.0,0.1,2026-09-03,63,Collinsville,OK,1FUWDMCA8WP902866,138419,,,10.8L,Diesel,,Single,Air,Air,,,"1998 Freightliner FLD120 semi truck
- Miles: 138,419 on odometer
- VIN: 1FUWDMCA8WP902866
Engine- Cummins M11
- Serial: 34870370
- Displacement: 10.8L
- Cylinders: 6
- Fuel type: Diesel
- HP: 276
Transmission- Rockwell
- Manual
- Speed: 10
Chassis- Axles: Single
- Single axle differential lock
- Suspension: Air
- Brakes: Air
Interior- AC, Heat
- Heated mirrors
- Cruise control
- Air ride cab
Features- Deck plate: Steel
- Fifth wheel type: Fixed
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Oklahoma classic  title
Title distribution may be delayed up to 30 days from verification of funds.",6,72,images/FB5021/FB5021.JPG|images/FB5021/FB5021N.JPG|images/FB5021/FB5021ZB.JPG|images/FB5021/FB5021ZQ.JPG|images/FB5021/FB5021ZZE.JPG|images/FB5021/FB5021ZZS.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FB5021
FC1851,semi_tractor,2006,International,9400i,Truck Tractor,7590.0,6900.0,0.1,2026-09-03,34,Silex,MO,3HSCNAPR06N140727,830450,23074,,15L,Diesel,,Tandem,Air- Dump valves,Air,"52,000 lbs- FAWR: 12,000 lbs","229""","2006 International 9400i semi truck
- Miles: 830,450 on odometer
- Hours: 23,074 on meter
- VIN: 3HSCNAPR06N140727
Engine- Cummins ISX
- Serial: 79096608
- Displacement: 15L
- Cylinders: 6
- Fuel type: Diesel
- HP: 435
- Engine brake
Transmission- Eaton Fuller
- Manual
- Speed: 10
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- PTO
- Truck chassis: 17' 6""
- GVWR: 52,000 lbs- FAWR: 12,000 lbs
- IAWR: 20,000 lbs
- RAWR: 40,000 lbs

- Wheelbase: 229""
Interior- AC, Heat
- Heated mirrors
- Cruise control
- Air ride cab
- Brake controller
Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Front: 295/75R22.5
- Rear: 11R22.5
Notes- Windshield chipped or cracked
- Oil leak
- PTO pump missing
- Driver seat issues, loose
Missouri title
Title distribution may be delayed up to 14 days from verification of funds.",6,108,images/FC1851/FC1851.JPG|images/FC1851/FC1851U.JPG|images/FC1851/FC1851ZQ.JPG|images/FC1851/FC1851ZZL.JPG|images/FC1851/FC1851ZZZH.JPG|images/FC1851/FC1851ZZZZC.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FC1851
YA2488,semi_tractor,2019,Freightliner,Cascadia 126,Truck Tractor,8800.0,8000.0,0.1,2026-09-03,41,Corpus Christi,TX,3AKJHHDR0KSKB3903,864935,,,14.8L,Diesel,,Tandem,Air- Dump valves,Air,"52,000 lbs- FAWR: 12,500 lbs",,"2019 Freightliner Cascadia 126 semi truck
- Miles: 864,935 on odometer
- VIN: 3AKJHHDR0KSKB3903
- Unit #: 77386175
Engine- Detroit Diesel  DD15
- Displacement: 14.8L
- Cylinders: 6
- Fuel type: Diesel
- HP: 505
- Engine brake
Transmission- Automated manual
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 52,000 lbs- FAWR: 12,500 lbs
- IAWR: 40,000 lbs
- RAWR: 20,000 lbs

Interior- AC, Heat
- Heated mirrors
- Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 60""
- Beds: Double bunk
- Microwave
- Rear climate control

- Auxiliary power unit- ThermoKing Tripac

Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Front: 295/75R22.5
- Rear: 275/80R22.5
Notes- Passenger seat missing
- Dash warning indicator: Check engine, ABS, Brake, Traction control
- Windshield chipped or cracked
- Tires flat
- Unknown operating condition- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Lender owned. Item condition and history are unknown. No additional information is available.
Titles will be distributed after confirmation of payment and removal.
Indiana title
Title distribution may be delayed up to 30 days from verification of funds.",6,118,images/YA2488/YA2488.JPG|images/YA2488/YA2488W.JPG|images/YA2488/YA2488ZU.JPG|images/YA2488/YA2488ZZR.JPG|images/YA2488/YA2488ZZZP.JPG|images/YA2488/YA2488ZZZZM.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA2488
FT6111,semi_tractor,2019,Kenworth,T680,Truck Tractor,28600.0,26000.0,0.1,2026-09-03,62,Moscow Mills,MO,1XKYDP9X8KJ237353,679180,35202,,12.9L,Diesel,,Tandem,Air,Air,"52,350 lbs- FAWR: 12,350 lbs",,"2019 Kenworth T680 semi truck
- Miles: 679,180 on odometer
- Hours: 35,202 on meter
- VIN: 1XKYDP9X8KJ237353
Engine- Paccar MX-13
- Displacement: 12.9L
- Cylinders: 6
- Fuel type: Diesel
- Engine brake
Transmission- Automatic
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air
- Brakes: Air
- GVWR: 52,350 lbs- FAWR: 12,350 lbs
- IAWR: 20,000 lbs
- RAWR: 20,000 lbs

Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 60""
- Beds: Double bunk
- Refrigerator
- Rear climate control

Features- Deck plate: Aluminum
- Fifth wheel type: Fixed
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Missouri title
Seller is a Missouri licensed motor vehicle dealer. The buyer may be required to pay sales tax and/or registration fees to the dealer prior to taking possession. Buyers may be required to provide identification to the licensed dealer to comply with state laws. Title will be assigned and distributed by the dealer. Please contact the seller for distribution questions.
Title distribution may be delayed up to 30 days from verification of funds.",6,89,images/FT6111/FT6111.JPG|images/FT6111/FT6111R.JPG|images/FT6111/FT6111ZI.JPG|images/FT6111/FT6111ZZA.JPG|images/FT6111/FT6111ZZR.JPG|images/FT6111/FT6111ZZZJ.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FT6111
YA1298,semi_tractor,2019,Freightliner,Cascadia,Truck Tractor,8360.0,7600.0,0.1,2026-09-03,50,Greenwell Springs,LA,3AKJHHDR3KSKB3877,988848,,,14.8L,Diesel,,Tandem,Air- Dump valves,Air,"52,000 lbs",,"2019 Freightliner Cascadia  semi truck
- Miles: 988,848 on odometer
- VIN: 3AKJHHDR3KSKB3877
- Unit #: 86525055
Engine- Detroit Diesel DD15
- Displacement: 14.8L
- Cylinders: 6
- Fuel type: Diesel
- Engine brake
Transmission- Automated manual
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 52,000 lbs
Interior- AC, Heat
- Heated mirrors
- Power windows
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 60""
- Beds: Double bunk
- Rear climate control

Features- Deck plate: Steel
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Size: 295/75R22.5
Notes- Dash warning indicator: Check engine, Traction control, Stability controls
- Windshield chipped or cracked
- Exhaust leak
- Emissions system modified
Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Titles will be distributed after confirmation of payment and removal.
Texas title
Title distribution may be delayed up to 30 days from verification of funds.",6,91,images/YA1298/YA1298.JPG|images/YA1298/YA1298R.JPG|images/YA1298/YA1298ZJ.JPG|images/YA1298/YA1298ZZB.JPG|images/YA1298/YA1298ZZT.JPG|images/YA1298/YA1298ZZZL.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA1298
FC1750,semi_tractor,2017,Volvo,VNL,Truck Tractor,6160.0,5600.0,0.1,2026-09-03,31,New Bloomfield,MO,4V4NC9EH7HN974402,900297,19347,,12.8L,Diesel,,Tandem,Air- Dump valves,Air,"50,000 lbs- FAWR: 12,000 lbs","184""","2017 Volvo VNL semi truck
- Miles: 900,297 on odometer
- Hours: 19,347 on meter
- VIN: 4V4NC9EH7HN974402
Engine- Volvo D13J
- Serial: 1153296
- Displacement: 12.8L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Volvo AT2612D
- Automated manual
- Speed: 12
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 50,000 lbs- FAWR: 12,000 lbs
- RAWR: 38,000 lbs

- Wheelbase: 184""
Interior- AC, Heat
- Heated mirrors
- Cruise control
- Air ride cab
- Brake controller
Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Dual
Tires- Front: 275/80R22.5
- Rear: 295/75R22.5
Notes- Dash warning indicator: Gearselector ECU maintenance required
- Windshield chipped or cracked
Virginia title
Seller is a Missouri licensed motor vehicle dealer. The buyer may be required to pay sales tax and/or registration fees to the dealer prior to taking possession. Buyers may be required to provide identification to the licensed dealer to comply with state laws. Title will be assigned and distributed by the dealer. Please contact the seller for distribution questions.",6,99,images/FC1750/FC1750.JPG|images/FC1750/FC1750T.JPG|images/FC1750/FC1750ZM.JPG|images/FC1750/FC1750ZZG.JPG|images/FC1750/FC1750ZZZ.JPG|images/FC1750/FC1750ZZZT.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FC1750
YA4214,semi_tractor,2019,Volvo,VNL,Truck Tractor,26950.0,24500.0,0.1,2026-09-03,41,Nampa,ID,4V4NC9EH0KN215551,340249,,,12.8L,Diesel,,Tandem,Air- Dump valves,Air,"53,200 lbs- FAWR: 13,200 lbs","205""","2019 Volvo VNL semi truck
- Miles: 340,249 on odometer
- VIN: 4V4NC9EH0KN215551
- Unit #: 61605326
Engine- Volvo D13M-455
- Serial: 1225262
- Displacement: 12.8L
- Cylinders: 6
- Fuel type: Diesel
- HP: 455
Transmission- Volvo ATO2612F
- Automated manual
Chassis- Axles: Tandem
- Gear ratio: 2.64
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- GVWR: 53,200 lbs- FAWR: 13,200 lbs
- IAWR: 20,000 lbs
- RAWR: 20,000 lbs

- Wheelbase: 205""
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 42""
- Beds: Single

Features- Fifth wheel type: Fixed
- Fuel tank: Dual
Tires- Front: 275/80R22.5
- Rear: 445/50R22.5
Notes- Dash warning indicator: Check engine, ABS, Traction control
Fleet inventory reduction, stored at a Copart facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Titles will be distributed after confirmation of payment and removal.
West Virginia title
Title distribution may be delayed up to 30 days from verification of funds.",6,99,images/YA4214/YA4214.JPG|images/YA4214/YA4214T.JPG|images/YA4214/YA4214ZM.JPG|images/YA4214/YA4214ZZG.JPG|images/YA4214/YA4214ZZZ.JPG|images/YA4214/YA4214ZZZT.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/YA4214
EL2585,semi_tractor,2016,International,8600,Truck Tractor,5280.0,4800.0,0.1,2026-09-03,29,Long Beach,CA,3HSHXSNR8GN058965,545855,17267,,12.4L,Diesel,,Tandem,Air- Dump valves,Air,"52,000 lbs- FAWR: 12,000 lbs","171""","2016 International 8600 semi truck
- Miles: 545,855 on odometer
- Hours: 17,267 on meter
- VIN: 3HSHXSNR8GN058965
- Unit #: 392
Engine- Navistar A410
- Serial: 124KM2Y4402671
- Displacement: 12.4L
- Cylinders: 6
- Fuel type: Diesel
- HP: 410
- Engine brake
Transmission- Eaton Fuller FRF-14210B
- Manual
- Speed: 10
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- PTO
- Wet kit
- GVWR: 52,000 lbs- FAWR: 12,000 lbs
- IAWR: 20,000 lbs
- RAWR: 20,000 lbs

- Wheelbase: 171""
Interior- AC, Heat
- Cruise control
- Air ride cab
Features- Deck plate: Aluminum
- Fifth wheel type: Air operated, Sliding
- Fuel tank: Single
Tires- Size: 11R22.5
Notes- Dash warning indicator: Check engine
California title
Title distribution may be delayed up to 30 days from verification of funds.",6,80,images/EL2585/EL2585.JPG|images/EL2585/EL2585P.JPG|images/EL2585/EL2585ZF.JPG|images/EL2585/EL2585ZU.JPG|images/EL2585/EL2585ZZK.JPG|images/EL2585/EL2585ZZZA.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/EL2585
FC4143,semi_tractor,2022,Freightliner,Cascadia 126,Truck Tractor,35750.0,32500.0,0.1,2026-09-03,57,Oklahoma City,OK,3AKJHHDV9NSNC5672,420365,9396,Windshield chipped or cracked,12.8L,Diesel,,Tandem,Air- Dump valves,Air,"52,500 lbs- FAWR: 12,500 lbs","229""","2022 Freightliner Cascadia 126 semi truck
- Miles: 420,365 on odometer
- Hours: 9,396 on meter
- VIN: 3AKJHHDV9NSNC5672
- Unit #: 22085
Engine- Detroit Diesel DD13
- Serial: 471928S0893698
- Displacement: 12.8L
- Cylinders: 6
- Fuel type: Diesel
- HP: 450
- Engine brake
Transmission- Detroit DT12-1650-OHL
- Automated manual
Chassis- Axles: Tandem
- Differential lock: Inter-axle
- Suspension: Air- Dump valves

- Brakes: Air
- PTO
- GVWR: 52,500 lbs- FAWR: 12,500 lbs
- IAWR: 20,000 lbs
- RAWR: 20,000 lbs

- Wheelbase: 229""
Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
- Air ride cab
- Sleeper- Sleeper length: 63""
- Beds: Single
- Refrigerator
- Microwave
- Rear climate control

- Auxiliary power unit- Carrier Comfort Pro

Features- Deck plate: Aluminum
- Fifth wheel type: Fixed
- Fuel tank: Dual
Tires- Front: 295/75R22.5
- Rear: 445/50R22.5
Notes- Dash warning indicator: Check engine
- Windshield chipped or cracked
- Dead battery
- PTO pump missing
- Non-operational engine
- Possible cylinder issues
- Possible rod issues
- Unit must be towed or hauled
- Non-operational unit
Oklahoma title
Title distribution may be delayed up to 30 days from verification of funds.",6,90,images/FC4143/FC4143.JPG|images/FC4143/FC4143R.JPG|images/FC4143/FC4143ZJ.JPG|images/FC4143/FC4143ZZA.JPG|images/FC4143/FC4143ZZS.JPG|images/FC4143/FC4143ZZZK.JPG,Purple Wave,https://www.purplewave.com/auction/260903/item/FC4143
